Date,Open,High,Low,Close,Volume,Adj Close
2013-12-18,178.93,181.73,177.32,181.7,234906482,181.7
2013-12-17,179.39,179.41,178.25,178.65,89886224,178.65
2013-12-16,179.0,179.81,178.9,179.22,96194790,179.22
2013-12-13,178.48,178.66,177.77,178.11,107807610,178.11
2013-12-12,178.63,178.86,177.76,178.13,115564840,178.13
2013-12-11,180.83,180.85,178.5,178.72,130590810,178.72
2013-12-10,180.98,181.36,180.64,180.75,80976207,180.75
2013-12-09,181.47,181.67,181.16,181.4,70123608,181.4
2013-12-06,180.67,181.11,180.15,180.94,127727518,180.94
2013-12-05,179.41,179.74,178.77,178.94,106934067,178.94
2013-12-04,179.1,180.48,178.35,179.73,123032637,179.73
2013-12-03,179.94,180.39,179.17,179.75,116563302,179.75
2013-12-02,181.09,181.43,180.25,180.53,99725781,180.53
2013-11-29,181.32,181.75,180.8,181.0,55870903,181.0
2013-11-27,180.87,181.24,180.65,181.12,58800056,181.12
2013-11-26,180.72,181.22,180.4,180.68,86993560,180.68
2013-11-25,181.13,181.17,180.37,180.63,79485709,180.63
2013-11-22,179.98,180.83,179.77,180.81,81295887,180.81
2013-11-21,178.97,180.05,178.86,179.91,92841271,179.91
2013-11-20,179.39,179.93,177.98,178.47,124908601,178.47
2013-11-19,179.33,179.87,178.72,179.03,93891416,179.03
2013-11-18,180.35,180.5,179.02,179.42,104796009,179.42
2013-11-15,179.56,180.12,179.33,180.05,102818190,180.05
2013-11-14,178.54,179.42,178.25,179.27,103435238,179.27
2013-11-13,176.09,178.43,176.09,178.38,103844266,178.38
2013-11-12,176.94,177.36,176.37,176.96,83989617,176.96
2013-11-11,177.12,177.53,176.91,177.32,62614326,177.32
2013-11-08,174.87,177.31,174.85,177.29,136712623,177.29
2013-11-07,177.5,177.64,174.76,174.93,157000422,174.93
2013-11-06,177.03,177.5,176.54,177.17,87347728,177.17
2013-11-05,176.14,176.75,175.57,176.27,85824778,176.27
2013-11-04,176.69,176.9,175.98,176.83,85676773,176.83
2013-11-01,176.02,176.61,175.22,176.21,142805050,176.21
2013-10-31,176.15,176.89,175.53,175.79,133795417,175.79
2013-10-30,177.38,177.51,175.66,176.29,140001834,176.29
2013-10-29,176.63,177.24,176.38,177.17,87401344,177.17
2013-10-28,175.89,176.47,175.7,176.23,84979018,176.23
2013-10-25,175.51,176.0,175.17,175.95,93625090,175.95
2013-10-24,174.92,175.37,174.51,175.15,70350456,175.15
2013-10-23,174.81,174.89,173.96,174.57,105484397,174.57
2013-10-22,174.91,175.93,174.43,175.41,126663233,175.41
2013-10-21,174.45,174.75,174.01,174.4,104103543,174.4
2013-10-18,173.86,174.51,173.51,174.39,138315691,174.39
2013-10-17,171.37,173.32,171.34,173.22,129389185,173.22
2013-10-16,170.72,172.16,170.64,172.07,161676079,172.07
2013-10-15,170.51,171.15,169.47,169.7,155484509,169.7
2013-10-14,169.21,171.08,169.08,170.94,112106394,170.94
2013-10-11,168.91,170.32,168.77,170.26,105039740,170.26
2013-10-10,167.29,169.26,167.23,169.17,195954729,169.17
2013-10-09,165.8,166.2,164.53,165.6,168972837,165.6
2013-10-08,167.4,167.62,165.36,165.48,178014932,165.48
2013-10-07,167.42,168.45,167.25,167.43,96295115,167.43
2013-10-04,167.75,169.06,167.53,168.89,96878377,168.89
2013-10-03,168.79,168.94,166.84,167.62,176698430,167.62
2013-10-02,168.35,169.34,167.83,169.18,113349748,169.18
2013-10-01,168.14,169.5,167.97,169.34,127160442,169.34
2013-09-30,167.48,168.54,167.15,168.01,143937398,168.01
2013-09-27,168.84,169.14,168.47,168.91,99141710,168.91
2013-09-26,169.32,170.17,169.05,169.69,77146878,169.69
2013-09-25,169.64,169.98,168.89,169.04,117306473,169.04
2013-09-24,169.9,170.53,169.21,169.53,106333010,169.53
2013-09-23,170.49,170.65,169.39,169.93,104616418,169.93
2013-09-20,172.33,172.33,170.58,170.72,132867912,170.72
2013-09-19,173.52,173.6,172.58,172.76,146616842,172.76
2013-09-18,171.01,173.52,170.58,173.05,203460601,173.05
2013-09-17,170.46,171.11,170.46,171.07,82523205,171.07
2013-09-16,171.16,171.24,170.04,170.31,126187482,170.31
2013-09-13,169.13,169.46,168.74,169.33,72727764,169.33
2013-09-12,169.34,169.56,168.72,168.95,83208998,168.95
2013-09-11,168.64,169.4,168.35,169.4,89414958,169.4
2013-09-10,168.64,168.9,168.26,168.87,105847733,168.87
2013-09-09,166.45,167.73,166.45,167.63,87559246,167.63
2013-09-06,166.51,166.98,164.48,166.04,159756439,166.04
2013-09-05,165.85,166.4,165.73,165.96,63090428,165.96
2013-09-04,164.43,166.03,164.14,165.75,97389357,165.75
2013-09-03,165.23,165.58,163.7,164.39,142375036,164.39
2013-08-30,164.51,164.53,163.17,163.65,134928918,163.65
2013-08-29,163.55,165.04,163.4,164.17,119200461,164.17
2013-08-28,163.26,164.49,163.05,163.91,108112952,163.91
2013-08-27,164.36,166.0,163.21,163.33,158621736,163.33
2013-08-26,166.79,167.3,165.89,166.0,89705051,166.0
2013-08-23,166.55,166.83,165.77,166.62,90893581,166.62
2013-08-22,164.9,166.3,164.89,166.06,101471352,166.06
2013-08-21,165.12,166.03,164.19,164.56,159530482,164.56
2013-08-20,165.04,166.2,164.86,165.58,89294374,165.58
2013-08-19,165.64,166.21,164.76,164.77,96437569,164.77
2013-08-16,166.06,166.63,165.5,165.83,130868145,165.83
2013-08-15,167.41,167.43,166.09,166.38,152931740,166.38
2013-08-14,169.53,169.8,168.7,168.74,79829169,168.74
2013-08-13,169.41,169.9,168.41,169.61,80806030,169.61
2013-08-12,168.46,169.31,168.38,169.11,68593204,169.11
2013-08-09,169.58,170.1,168.72,169.31,91856453,169.31
2013-08-08,169.98,170.18,168.93,169.8,102181229,169.8
2013-08-07,169.19,169.43,168.55,169.18,84854618,169.18
2013-08-06,170.37,170.74,169.35,169.73,87494967,169.73
2013-08-05,170.57,170.96,170.35,170.7,54072643,170.7
2013-08-02,170.28,170.97,170.05,170.95,91116603,170.95
2013-08-01,169.99,170.81,169.9,170.66,110438393,170.66
2013-07-31,168.94,169.85,168.49,168.71,142388621,168.71
2013-07-30,169.1,169.28,168.19,168.59,85216968,168.59
2013-07-29,168.68,169.06,168.11,168.59,79845115,168.59
2013-07-26,168.22,169.16,167.52,169.11,107814531,169.11
2013-07-25,168.22,169.08,167.94,168.93,111156540,168.93
2013-07-24,169.79,169.86,168.18,168.52,112913979,168.52
2013-07-23,169.8,169.83,169.05,169.14,80829656,169.14
2013-07-22,169.41,169.74,169.01,169.5,79428559,169.5
2013-07-19,168.52,169.23,168.31,169.17,103831633,169.17
2013-07-18,168.31,169.27,168.2,168.87,103620266,168.87
2013-07-17,168.16,168.48,167.73,167.95,92873880,167.95
2013-07-16,168.26,168.36,167.07,167.52,88702093,167.52
2013-07-15,167.97,168.39,167.68,168.16,69450551,168.16
2013-07-12,167.39,167.93,167.13,167.51,104212650,167.51
2013-07-11,167.11,167.61,165.18,167.44,135592163,167.44
2013-07-10,164.97,165.75,164.63,165.19,121410362,165.19
2013-07-09,164.98,165.33,164.27,165.13,119297903,165.13
2013-07-08,163.86,164.39,163.08,163.94,108092440,163.94
2013-07-05,162.47,163.08,161.3,163.02,122416847,163.02
2013-07-03,160.48,161.77,160.22,161.28,75216341,161.28
2013-07-02,161.12,162.3,160.5,161.21,154863617,161.21
2013-07-01,161.26,162.48,161.08,161.36,131954792,161.36
2013-06-28,160.63,161.4,159.86,160.42,160402823,160.42
2013-06-27,161.1,161.82,160.95,161.08,129483673,161.08
2013-06-26,159.87,160.5,159.25,160.14,134847909,160.14
2013-06-25,158.48,160.1,157.42,158.58,162262138,158.58
2013-06-24,157.41,158.43,155.73,157.06,222334758,157.06
2013-06-21,159.64,159.76,157.47,159.07,271932960,159.07
2013-06-20,161.86,163.47,158.98,159.4,321255850,159.4
2013-06-19,165.6,165.89,163.38,163.45,206149463,163.45
2013-06-18,164.53,165.99,164.52,165.74,114695519,165.74
2013-06-17,164.29,165.22,163.22,164.44,136295578,164.44
2013-06-14,164.03,164.67,162.91,163.18,138337031,163.18
2013-06-13,161.66,164.5,161.3,164.21,163587777,164.21
2013-06-12,164.22,164.39,161.6,161.75,177363530,161.75
2013-06-11,163.3,164.54,162.74,163.1,158470476,163.1
2013-06-10,165.31,165.4,164.37,164.8,105667060,164.8
2013-06-07,163.85,164.95,163.14,164.8,188337725,164.8
2013-06-06,161.2,162.74,160.25,162.73,200225418,162.73
2013-06-05,163.09,163.42,161.13,161.27,211737712,161.27
2013-06-04,164.44,165.1,162.73,163.56,157631425,163.56
2013-06-03,163.83,164.46,162.66,164.35,168390676,164.35
2013-05-31,165.37,166.31,163.13,163.44,176850020,163.44
2013-05-30,165.35,166.59,165.22,165.83,107793730,165.83
2013-05-29,165.42,165.8,164.34,165.22,160363334,165.22
2013-05-28,167.04,167.78,165.81,166.3,143679738,166.3
2013-05-24,164.47,165.38,163.98,165.31,151573867,165.31
2013-05-23,164.16,165.91,163.94,165.45,211064320,165.45
2013-05-22,167.34,169.07,165.17,165.93,244031724,165.93
2013-05-21,167.08,167.8,166.5,167.17,95804190,167.17
2013-05-20,166.78,167.58,166.61,166.93,85071182,166.93
2013-05-17,165.95,167.04,165.73,166.94,129801000,166.94
2013-05-16,165.78,166.36,165.09,165.34,109913544,165.34
2013-05-15,164.96,166.45,164.91,166.12,120718433,166.12
2013-05-14,163.67,165.35,163.67,165.23,119000837,165.23
2013-05-13,163.2,163.81,162.82,163.54,81843160,163.54
2013-05-10,162.99,163.55,162.51,163.41,103202902,163.41
2013-05-09,163.27,163.7,162.47,162.88,106738550,162.88
2013-05-08,162.42,163.39,162.33,163.34,97419172,163.34
2013-05-07,162.13,162.65,161.67,162.6,90359178,162.6
2013-05-06,161.49,162.01,161.42,161.78,66882091,161.78
2013-05-03,161.14,161.88,159.78,161.37,144202220,161.37
2013-05-02,158.68,159.89,158.53,159.75,96407564,159.75
2013-05-01,159.33,159.41,158.1,158.28,138874120,158.28
2013-04-30,159.27,159.72,158.61,159.68,116010614,159.68
2013-04-29,158.67,159.65,158.42,159.3,88572702,159.3
2013-04-26,158.33,158.6,157.73,158.24,95918776,158.24
2013-04-25,158.34,159.27,158.1,158.52,131060567,158.52
2013-04-24,157.83,158.3,157.54,157.88,96781189,157.88
2013-04-23,156.95,157.93,156.17,157.78,166141269,157.78
2013-04-22,155.78,156.54,154.75,156.17,106553422,156.17
2013-04-19,154.5,155.55,154.12,155.48,149687552,155.48
2013-04-18,155.37,155.41,153.55,154.14,167583106,154.14
2013-04-17,156.29,156.32,154.28,155.11,226834743,155.11
2013-04-16,156.29,157.49,155.91,157.41,147507796,157.41
2013-04-15,158.0,158.13,155.1,155.12,217258928,155.12
2013-04-12,158.68,159.04,157.92,158.8,116359817,158.8
2013-04-11,158.7,159.71,158.54,159.19,110142479,159.19
2013-04-10,157.17,158.87,157.13,158.67,135711015,158.67
2013-04-09,156.5,157.32,155.98,156.75,101922102,156.75
2013-04-08,155.16,156.22,154.75,156.21,86571104,156.21
2013-04-05,153.95,155.35,153.77,155.16,159665917,155.16
2013-04-04,155.43,156.17,155.09,155.86,131884920,155.86
2013-04-03,156.91,157.03,154.82,155.23,154167332,155.23
2013-04-02,156.61,157.21,156.37,156.82,101504286,156.82
2013-04-01,156.59,156.91,155.67,156.05,99194043,156.05
2013-03-28,156.09,156.85,155.75,156.67,102932783,156.67
2013-03-27,155.26,156.24,155.0,156.19,99950532,156.19
2013-03-26,155.59,156.23,155.42,156.19,86856545,156.19
2013-03-25,156.01,156.27,154.35,154.95,151322280,154.95
2013-03-22,154.85,155.6,154.73,155.6,111163530,155.6
2013-03-21,154.76,155.64,154.1,154.36,128604916,154.36
2013-03-20,155.52,155.95,155.26,155.69,113759222,155.69
2013-03-19,155.3,155.51,153.59,154.61,167567263,154.61
2013-03-18,154.34,155.64,154.2,154.97,126704266,154.97
2013-03-15,155.85,156.04,155.31,155.83,138601089,155.83
2013-03-14,156.31,156.8,155.91,156.73,126329853,156.73
2013-03-13,155.76,156.12,155.23,155.9,92550856,155.9
2013-03-12,155.92,156.1,155.21,155.68,105755706,155.68
2013-03-11,155.32,156.04,155.13,156.03,83746703,156.03
2013-03-08,155.46,155.65,154.66,155.44,123487628,155.44
2013-03-07,154.7,154.98,154.52,154.78,86101309,154.78
2013-03-06,154.84,154.92,154.16,154.5,94469849,154.5
2013-03-05,153.66,154.7,153.64,154.29,121663035,154.29
2013-03-04,151.76,152.92,151.52,152.92,99010157,152.92
2013-03-01,151.09,152.34,150.41,152.11,170634729,152.11
2013-02-28,151.9,152.87,151.41,151.61,126865910,151.61
2013-02-27,149.89,152.33,149.76,151.91,150781872,151.91
2013-02-26,149.72,150.2,148.73,150.02,186596178,150.02
2013-02-25,152.63,152.86,149.0,149.0,245824757,149.0
2013-02-22,151.15,151.89,150.49,151.89,106356525,151.89
2013-02-21,150.96,151.42,149.94,150.42,183256921,150.42
2013-02-20,153.14,153.19,151.26,151.34,160574782,151.34
2013-02-19,152.37,153.28,152.16,153.25,95105396,153.25
2013-02-15,152.43,152.59,151.55,152.11,215226408,152.11
2013-02-14,151.69,152.47,151.52,152.29,80834206,152.29
2013-02-13,152.33,152.61,151.72,152.15,82322561,152.15
2013-02-12,151.78,152.3,151.61,152.02,65392613,152.02
2013-02-11,151.74,151.9,151.39,151.77,73774925,151.77
2013-02-08,151.22,151.89,151.22,151.8,103133681,151.8
2013-02-07,151.2,151.35,149.86,150.96,162489974,150.96
2013-02-06,150.52,151.26,150.41,151.16,138762719,151.16
2013-02-05,150.35,151.48,150.29,151.05,113912334,151.05
2013-02-04,150.32,151.27,149.43,149.54,159073559,149.54
2013-02-01,150.65,151.42,150.39,151.24,131172997,151.24
2013-01-31,149.89,150.38,149.6,149.7,108975801,149.7
2013-01-30,150.64,150.94,149.93,150.07,137447625,150.07
2013-01-29,149.77,150.85,149.67,150.66,105694364,150.66
2013-01-28,150.29,150.33,149.51,150.07,113357611,150.07
2013-01-25,149.88,150.25,149.37,150.25,147216088,150.25
2013-01-24,149.15,150.14,149.01,149.41,146426315,149.41
2013-01-23,149.13,149.5,148.86,149.37,104596066,149.37
2013-01-22,148.33,149.13,147.98,149.13,111797291,149.13
2013-01-18,147.97,148.49,147.43,148.33,169905915,148.33
2013-01-17,147.7,148.42,147.14,148.0,133833420,148.0
2013-01-16,146.77,147.28,146.61,147.05,104849487,147.05
2013-01-15,146.29,147.21,146.2,147.07,93172559,147.07
2013-01-14,146.89,147.07,146.43,146.97,89567104,146.97
2013-01-11,147.04,147.15,146.61,147.07,113917286,147.07
2013-01-10,146.73,147.09,145.97,147.08,130735372,147.08
2013-01-09,145.87,146.32,145.64,145.92,90745581,145.92
2013-01-08,145.71,145.91,144.98,145.55,121265078,145.55
2013-01-07,145.85,146.44,145.43,145.97,110002444,145.97
2013-01-04,145.97,146.61,145.67,146.37,116817675,146.37
2013-01-03,145.99,146.37,145.34,145.73,144761781,145.73
2013-01-02,145.11,146.15,144.73,146.06,192058911,146.06
2012-12-31,139.66,142.56,139.54,142.41,243952162,142.41
2012-12-28,140.64,141.42,139.87,140.03,148806608,140.03
2012-12-27,141.79,142.08,139.92,141.56,167920546,141.56
2012-12-26,142.64,142.71,141.35,141.75,106947663,141.75
2012-12-24,142.48,142.56,142.19,142.35,53874548,142.35
2012-12-21,142.17,144.09,141.94,142.79,245883785,142.79
2012-12-20,144.38,145.14,143.98,145.12,168486930,145.12
2012-12-19,145.53,145.58,144.24,144.29,150895322,144.29
2012-12-18,144.0,145.5,143.79,145.37,177762727,145.37
2012-12-17,142.47,143.85,142.43,143.77,143735755,143.77
2012-12-14,142.32,142.58,141.88,142.11,137701692,142.11
2012-12-13,143.42,143.83,142.28,142.63,135714940,142.63
2012-12-12,144.0,144.55,143.31,143.51,145880026,143.51
2012-12-11,143.06,144.11,142.99,143.44,152570378,143.44
2012-12-10,142.21,142.81,142.15,142.47,98840667,142.47
2012-12-07,142.53,142.69,141.67,142.42,108726325,142.42
2012-12-06,141.37,142.04,141.16,141.98,103220533,141.98
2012-12-05,141.37,142.16,140.37,141.5,147300444,141.5
2012-12-04,141.44,141.87,140.87,141.25,127622507,141.25
2012-12-03,142.8,142.92,141.34,141.45,124656283,141.45
2012-11-30,142.14,142.42,141.66,142.16,136568288,142.16
2012-11-29,141.99,142.51,141.37,142.12,151085880,142.12
2012-11-28,139.76,141.54,139.0,141.46,177086443,141.46
2012-11-27,140.91,141.39,140.24,140.33,128646177,140.33
2012-11-26,140.65,141.36,140.19,141.05,100124325,141.05
2012-11-23,140.13,141.4,140.04,141.35,65409145,141.35
2012-11-21,139.31,139.57,139.03,139.45,81710736,139.45
2012-11-20,138.89,139.41,138.08,139.28,27546707,139.28
2012-11-19,137.92,139.15,137.82,139.15,30135006,139.15
2012-11-16,135.92,136.64,134.7,136.35,53687242,136.35
2012-11-15,135.95,136.49,135.18,135.7,41608809,135.7
2012-11-14,138.21,138.43,135.62,135.98,41220444,135.98
2012-11-13,137.52,139.25,137.37,137.8,27218569,137.8
2012-11-12,138.55,138.8,137.97,138.24,20138213,138.24
2012-11-09,137.61,139.44,137.56,138.16,48125825,138.16
2012-11-08,139.72,140.41,137.93,137.95,40343790,137.95
2012-11-07,141.65,141.67,139.07,139.78,58547682,139.78
2012-11-06,142.27,143.52,142.14,142.93,23153685,142.93
2012-11-05,141.37,142.17,140.93,141.9,23758808,141.9
2012-11-02,143.72,143.72,141.42,141.56,30831270,141.56
2012-11-01,141.66,143.0,141.52,142.91,23044145,142.91
2012-10-31,141.84,142.03,140.68,141.18,30514720,141.18
2012-10-26,141.32,141.84,140.4,141.35,30288899,141.35
2012-10-25,142.07,142.27,140.58,141.43,31793925,141.43
2012-10-24,141.94,142.1,140.8,141.05,26051415,141.05
2012-10-23,141.88,142.05,140.83,141.35,38390439,141.35
2012-10-22,143.2,143.67,142.28,143.41,30707606,143.41
2012-10-19,145.5,145.53,143.06,143.3,40060523,143.3
2012-10-18,145.85,146.52,145.33,145.86,30400818,145.86
2012-10-17,145.63,146.32,145.42,146.16,30726022,146.16
2012-10-16,144.76,145.64,144.66,145.58,21788627,145.58
2012-10-15,143.23,144.22,142.78,144.01,28252267,144.01
2012-10-12,143.44,143.94,142.58,142.84,26653928,142.84
2012-10-11,144.28,144.49,143.36,143.36,24517734,143.36
2012-10-10,144.2,144.32,143.09,143.28,25112154,143.28
2012-10-09,145.52,145.65,144.15,144.25,25467324,144.25
2012-10-08,145.58,145.88,145.32,145.66,15184531,145.66
2012-10-05,146.92,147.15,145.7,146.13,31081729,146.13
2012-10-04,145.63,146.34,145.45,146.27,25849467,146.27
2012-10-03,144.88,145.43,144.13,145.07,27087142,145.07
2012-10-02,144.9,145.15,143.83,144.5,21427702,144.5
2012-10-01,144.5,145.69,144.02,144.24,26827626,144.24
2012-09-28,144.01,144.55,143.46,143.93,33208164,143.93
2012-09-27,143.88,144.96,143.51,144.72,23886298,144.72
2012-09-26,144.11,144.11,142.96,143.29,24683682,143.29
2012-09-25,145.96,146.24,144.06,144.19,28615848,144.19
2012-09-24,145.16,145.97,145.05,145.59,19559889,145.59
2012-09-21,146.64,146.67,145.81,145.89,22032830,145.89
2012-09-20,146.0,146.79,145.63,146.75,28342817,146.75
2012-09-19,146.76,147.17,146.42,146.74,19513664,146.74
2012-09-18,146.53,146.81,146.25,146.62,16377063,146.62
2012-09-17,146.95,147.19,146.37,146.74,24098639,146.74
2012-09-14,146.89,148.11,146.76,147.24,37078709,147.24
2012-09-13,144.33,147.04,144.15,146.7,39991495,146.7
2012-09-12,144.38,144.55,143.9,144.39,17572275,144.39
2012-09-11,143.63,144.37,143.56,143.89,17302539,143.89
2012-09-10,144.21,144.44,143.46,143.51,19563356,143.51
2012-09-07,144.02,144.39,143.89,144.39,25282560,144.39
2012-09-06,141.79,143.78,141.77,143.78,34287061,143.78
2012-09-05,141.1,141.47,140.63,140.94,21413618,140.94
2012-09-04,141.09,141.46,140.14,140.87,21273003,140.87
2012-08-31,141.32,141.82,140.36,141.24,32923699,141.24
2012-08-30,140.9,140.94,140.19,140.49,17392005,140.49
2012-08-29,141.48,141.89,141.12,141.51,12048491,141.51
2012-08-28,141.17,141.84,140.97,141.4,12807197,141.4
2012-08-27,141.9,142.07,141.34,141.54,13317716,141.54
2012-08-24,140.3,141.8,140.22,141.52,21488373,141.52
2012-08-23,141.45,141.48,140.44,140.68,24270285,140.68
2012-08-22,141.38,142.05,141.08,141.82,19786628,141.82
2012-08-21,142.52,143.09,141.46,141.76,17889256,141.76
2012-08-20,142.01,142.22,141.6,142.22,13712093,142.22
2012-08-17,142.25,142.3,141.86,142.22,19903962,142.22
2012-08-16,141.09,142.16,140.8,142.01,21476293,142.01
2012-08-15,140.64,141.19,140.55,140.95,14261624,140.95
2012-08-14,141.28,141.38,140.37,140.79,19130889,140.79
2012-08-13,140.6,140.84,140.04,140.77,18456912,140.77
2012-08-10,140.07,140.89,139.81,140.84,18724574,140.84
2012-08-09,140.3,140.88,140.15,140.63,16488684,140.63
2012-08-08,139.82,140.64,139.81,140.49,16627597,140.49
2012-08-07,140.2,140.91,140.15,140.32,19032269,140.32
2012-08-06,139.7,140.16,139.56,139.62,20989925,139.62
2012-08-03,138.6,139.63,138.5,139.39,33466049,139.39
2012-08-02,136.54,137.57,135.59,136.64,40290603,136.64
2012-08-01,138.72,138.72,137.4,137.59,28345389,137.59
2012-07-31,138.51,138.87,137.71,137.71,22563632,137.71
2012-07-30,138.57,139.33,138.27,138.68,20502889,138.68
2012-07-27,136.91,139.07,136.66,138.8,46734581,138.8
2012-07-26,135.91,136.46,135.26,136.17,33011129,136.17
2012-07-25,134.26,134.56,133.26,133.95,27767098,133.95
2012-07-24,135.2,135.24,133.04,134.03,37032442,134.03
2012-07-23,134.45,135.46,133.85,135.09,30475138,135.09
2012-07-20,136.98,137.16,136.32,136.47,27973940,136.47
2012-07-19,137.63,138.18,137.21,137.74,25829058,137.74
2012-07-18,136.02,137.64,135.96,137.41,24065894,137.41
2012-07-17,136.01,136.63,134.56,136.36,28547712,136.36
2012-07-16,135.42,135.83,134.9,135.39,18594978,135.39
2012-07-13,133.88,135.89,133.84,135.75,27430911,135.75
2012-07-12,133.39,134.1,132.6,133.51,29715598,133.51
2012-07-11,134.23,134.6,133.38,134.16,27385094,134.16
2012-07-10,136.08,136.23,133.68,134.14,30450240,134.14
2012-07-09,135.41,135.57,134.7,135.32,19705864,135.32
2012-07-06,135.56,135.77,134.86,135.59,30405365,135.59
2012-07-05,136.93,137.4,136.29,136.84,23446764,136.84
2012-07-03,136.51,137.5,136.34,137.47,14837685,137.47
2012-07-02,136.53,136.65,135.53,136.46,27290924,136.46
2012-06-29,135.24,136.27,134.85,136.27,42575829,136.27
2012-06-28,132.32,132.99,131.29,132.79,33955169,132.79
2012-06-27,132.4,133.43,132.32,133.17,21385160,133.17
2012-06-26,131.69,132.38,130.94,132.0,27578814,132.0
2012-06-25,132.1,132.1,130.85,131.26,31219502,131.26
2012-06-22,133.11,133.71,132.63,133.42,28425586,133.42
2012-06-21,135.67,135.78,132.33,132.44,42681082,132.44
2012-06-20,135.76,136.09,134.27,135.44,36916171,135.44
2012-06-19,135.13,136.24,134.93,135.69,25030313,135.69
2012-06-18,133.59,134.73,133.28,134.43,29353246,134.43
2012-06-15,,,,133.57,0,133.57
2012-06-14,132.38,134.0,131.99,133.57,40630557,133.57
2012-06-13,132.5,133.36,131.62,132.1,30275262,132.1
2012-06-12,131.8,133.01,131.16,133.01,33235935,133.01
2012-06-11,134.19,134.25,131.28,131.45,34625482,131.45
2012-06-08,131.72,133.12,131.29,133.12,28716688,133.12
2012-06-07,133.49,133.53,131.79,132.05,37602721,132.05
2012-06-06,129.98,132.03,129.93,132.02,36871391,132.02
2012-06-05,127.88,129.26,127.79,129.03,30729646,129.03
2012-06-04,128.44,128.74,127.14,128.1,45803224,128.1
2012-06-01,129.41,129.85,128.16,128.16,52417135,128.16
2012-05-31,131.71,132.45,130.34,131.49,38875284,131.49
2012-05-30,132.59,132.62,131.49,131.73,34242987,131.73
2012-05-29,133.16,133.92,132.75,133.7,32727593,133.7
2012-05-25,132.48,132.85,131.78,132.1,28450945,132.1
2012-05-24,132.67,132.84,131.42,132.53,31309748,132.53
2012-05-23,131.26,132.46,129.99,132.27,38850121,132.27
2012-05-22,132.34,133.23,131.35,132.2,33133055,132.2
2012-05-21,130.14,132.02,129.95,132.02,37132290,132.02
2012-05-18,131.4,131.6,129.56,129.74,56712718,129.74
2012-05-17,132.88,133.02,130.81,130.87,44247336,130.87
2012-05-16,133.92,134.54,132.81,132.88,41923924,132.88
2012-05-15,134.05,134.8,133.13,133.35,37874871,133.35
2012-05-14,134.32,135.03,133.91,134.13,30792744,134.13
2012-05-11,135.16,136.86,135.11,135.56,32950628,135.56
2012-05-10,136.75,136.85,135.71,135.95,30797868,135.95
2012-05-09,135.1,136.61,134.49,135.74,42745341,135.74
2012-05-08,136.31,136.77,134.93,136.5,37323139,136.5
2012-05-07,136.48,137.55,136.46,137.1,25327785,137.1
2012-05-04,138.52,138.66,136.92,136.96,34277304,136.96
2012-05-03,140.4,140.45,139.0,139.25,29832558,139.25
2012-05-02,139.93,140.46,139.47,140.28,26238380,140.28
2012-05-01,139.81,141.66,139.63,140.74,24252370,140.74
2012-04-30,140.13,140.21,139.5,139.77,27379648,139.77
2012-04-27,140.56,140.78,139.8,140.42,25113818,140.42
2012-04-26,138.91,140.32,138.81,140.17,30538890,140.17
2012-04-25,138.56,139.24,138.53,139.24,30557059,139.24
2012-04-24,136.87,137.65,136.8,137.31,31526611,137.31
2012-04-23,136.55,136.91,135.94,136.79,34608573,136.79
2012-04-20,138.24,138.83,137.89,137.95,24761330,137.95
2012-04-19,138.6,139.14,137.07,137.75,40417422,137.75
2012-04-18,138.49,139.08,138.38,138.59,22762172,138.59
2012-04-17,137.86,139.36,137.7,139.09,28609152,139.09
2012-04-16,137.83,138.04,136.58,136.93,30917026,136.93
2012-04-13,138.46,138.48,137.01,137.13,35521360,137.13
2012-04-12,137.13,138.9,137.03,138.85,31448270,138.85
2012-04-11,137.33,137.54,136.75,136.9,27795033,136.9
2012-04-10,137.94,138.34,135.77,135.84,46730989,135.84
2012-04-09,137.94,138.78,137.84,138.23,26399657,138.23
2012-04-05,139.4,140.2,139.26,139.78,31771438,139.78
2012-04-04,140.17,140.33,139.35,139.84,28333540,139.84
2012-04-03,141.6,141.87,140.43,141.26,25222416,141.26
2012-04-02,140.64,142.21,140.37,141.79,26897090,141.79
2012-03-30,140.91,141.05,140.06,140.72,25331338,140.72
2012-03-29,139.62,140.42,139.09,140.22,31325903,140.22
2012-03-28,141.09,141.32,139.64,140.43,33007360,140.43
2012-03-27,141.74,141.83,141.08,141.13,23259684,141.13
2012-03-26,140.62,141.61,140.6,141.61,21423562,141.61
2012-03-23,139.37,139.81,138.55,139.69,24302310,139.69
2012-03-22,139.17,139.55,138.74,139.16,24811911,139.16
2012-03-21,140.46,140.65,139.92,140.16,20762910,140.16
2012-03-20,140.05,140.61,139.64,140.41,21356955,140.41
2012-03-19,140.2,141.28,140.11,140.88,21437422,140.88
2012-03-16,140.32,140.48,140.01,140.27,26662498,140.27
2012-03-15,140.12,140.78,139.76,140.72,29861808,140.72
2012-03-14,140.07,140.44,139.48,139.91,25253574,139.91
2012-03-13,138.38,140.12,138.09,140.06,35995873,140.06
2012-03-12,137.56,137.76,137.09,137.58,19686388,137.58
2012-03-09,137.36,137.93,137.13,137.57,23345469,137.57
2012-03-08,136.5,137.32,136.24,137.02,24212228,137.02
2012-03-07,135.06,135.91,134.93,135.69,28884438,135.69
2012-03-06,135.29,135.43,134.36,134.67,38700523,134.67
